CIK,risk_score,date
1282398,0.37,2021-01-01
1282543,0,2021-01-01
1282613,0,2021-01-01
1282631,0.73,2021-01-01
1282637,0.84,2021-01-01
1282648,2.38,2021-01-01
1282850,0.06,2021-01-01
1282858,0.37,2021-01-01
1282957,0,2021-01-01
1282977,2.38,2021-01-01
1283073,0.37,2021-01-01
1283140,2.38,2021-01-01
1283236,0,2021-01-01
1283337,0,2021-01-01
1283464,0.06,2021-01-01
1283552,0,2021-01-01
1283582,0.37,2021-01-01
1283630,0.84,2021-01-01
1283683,0,2021-01-01
1283699,2.38,2021-01-01
1283709,0.37,2021-01-01
1283843,1.1,2021-01-01
1284143,0,2021-01-01
1284151,0.37,2021-01-01
1284519,0.06,2021-01-01
1284807,0.37,2021-01-01
1284812,1.1,2021-01-01
1284823,0.37,2021-01-01
1284940,0.06,2021-01-01
1285043,0,2021-01-01
1285137,0.37,2021-01-01
1285550,3.05,2021-01-01
1285650,0.06,2021-01-01
1285785,2.38,2021-01-01
1285786,0.06,2021-01-01
1285819,2.38,2021-01-01
1285890,0,2021-01-01
1286043,0.84,2021-01-01
1286225,2.38,2021-01-01
1286405,0.06,2021-01-01
1286597,0.06,2021-01-01
1286613,2.38,2021-01-01
1286862,0.37,2021-01-01
1286973,0.06,2021-01-01
1287032,0.84,2021-01-01
1287098,0.06,2021-01-01
1287151,0.37,2021-01-01
1287213,2.38,2021-01-01
1287480,0,2021-01-01
1287498,0,2021-01-01
1287503,0.37,2021-01-01
1287668,0,2021-01-01
1287701,0.37,2021-01-01
1287750,2.38,2021-01-01
1287808,0.73,2021-01-01
1287865,0.84,2021-01-01
1287950,0.37,2021-01-01
1288359,0.73,2021-01-01
1288379,0.37,2021-01-01
1288403,0.84,2021-01-01
1288469,3.69,2021-01-01
1288741,0.37,2021-01-01
1288750,0.73,2021-01-01
1288784,1.1,2021-01-01
1288795,0.06,2021-01-01
1288847,2.38,2021-01-01
1288855,0.06,2021-01-01
1288946,0,2021-01-01
1288992,0,2021-01-01
1289001,0.37,2021-01-01
1289213,0.06,2021-01-01
1289236,0.37,2021-01-01
1289308,2.38,2021-01-01
1289340,2.38,2021-01-01
1289419,0.84,2021-01-01
1289434,0.37,2021-01-01
1289460,0.84,2021-01-01
1289490,0,2021-01-01
1289496,1.36,2021-01-01
1289505,0,2021-01-01
1289550,0,2021-01-01
1289592,0.37,2021-01-01
1289636,0.73,2021-01-01
1289701,0,2021-01-01
1289848,2.38,2021-01-01
1289850,0.73,2021-01-01
1289868,0.06,2021-01-01
1289871,0,2021-01-01
1289877,1.1,2021-01-01
1289945,0.73,2021-01-01
1290109,1.1,2021-01-01
1290149,3.05,2021-01-01
1290476,0.73,2021-01-01
1290677,0.84,2021-01-01
1290900,2.38,2021-01-01
1290903,0.37,2021-01-01
1291000,1.1,2021-01-01
1291334,0.06,2021-01-01
1291361,0.37,2021-01-01
1291733,1.1,2021-01-01
1291855,0.06,2021-01-01
1292055,0.37,2021-01-01
1292393,1.1,2021-01-01
1292426,0.37,2021-01-01
1292470,0.37,2021-01-01
1292556,0.95,2021-01-01
1292580,0.37,2021-01-01
1292653,0.37,2021-01-01
1293135,1.1,2021-01-01
1293153,0.06,2021-01-01
1293211,0,2021-01-01
1293243,0.37,2021-01-01
1293282,1.8,2021-01-01
1293413,0.37,2021-01-01
1293593,0.37,2021-01-01
1293613,1.1,2021-01-01
1293818,2.38,2021-01-01
1293971,2.38,2021-01-01
1294016,0.95,2021-01-01
1294133,2.38,2021-01-01
1294250,0,2021-01-01
1294404,0.06,2021-01-01
1294435,0.37,2021-01-01
1294649,0,2021-01-01
1294808,0.06,2021-01-01
1294924,0.37,2021-01-01
1295172,0.95,2021-01-01
1295228,0.06,2021-01-01
1295230,0.37,2021-01-01
1295334,0.37,2021-01-01
1295401,2.38,2021-01-01
1295484,1.1,2021-01-01
1295557,0.37,2021-01-01
1295664,0,2021-01-01
1295810,2.38,2021-01-01
1295947,2.38,2021-01-01
1295976,0.37,2021-01-01
1296205,1.8,2021-01-01
1296250,0,2021-01-01
1296286,0,2021-01-01
1296391,0,2021-01-01
1296435,2.38,2021-01-01
1296445,2.38,2021-01-01
1296484,1.36,2021-01-01
1296578,0.06,2021-01-01
1296774,1.1,2021-01-01
1297067,0.37,2021-01-01
1297184,1.8,2021-01-01
1297336,0.37,2021-01-01
1297341,0.73,2021-01-01
1297401,0.95,2021-01-01
1297568,0.37,2021-01-01
1297704,0.37,2021-01-01
1297720,0,2021-01-01
1297830,0.06,2021-01-01
1297846,0.37,2021-01-01
1297989,2.38,2021-01-01
1297996,2.38,2021-01-01
1298341,0.95,2021-01-01
1298521,0.37,2021-01-01
1298663,0,2021-01-01
1298675,0.84,2021-01-01
1298699,0.06,2021-01-01
1298716,0.37,2021-01-01
1298946,2.38,2021-01-01
1298978,0.37,2021-01-01
1299130,3.69,2021-01-01
1299139,2.38,2021-01-01
1299210,0.37,2021-01-01
1299376,0.37,2021-01-01
1299688,0.37,2021-01-01
1299704,0.37,2021-01-01
1299709,0.84,2021-01-01
1299716,0,2021-01-01
1299862,0.06,2021-01-01
1299901,0.37,2021-01-01
1299939,1.1,2021-01-01
1299966,0,2021-01-01
1299969,0.73,2021-01-01
1300317,0,2021-01-01
1300391,0,2021-01-01
1300482,0.06,2021-01-01
1300514,2.38,2021-01-01
1300578,0,2021-01-01
1300699,2.38,2021-01-01
1300734,0.73,2021-01-01
1301031,0.37,2021-01-01
1301106,0.37,2021-01-01
1301206,0,2021-01-01
1301236,0.73,2021-01-01
1301501,1.1,2021-01-01
1301712,0,2021-01-01
1301787,2.38,2021-01-01
1302028,0.73,2021-01-01
1302176,0.37,2021-01-01
1302177,0.37,2021-01-01
1302215,2.38,2021-01-01
1302244,0.37,2021-01-01
1302256,0.37,2021-01-01
1302343,0.37,2021-01-01
1302350,0.73,2021-01-01
1302362,0.06,2021-01-01
1302387,0,2021-01-01
1302573,0.95,2021-01-01
1302624,0.06,2021-01-01
1302707,0.95,2021-01-01
1302709,0.37,2021-01-01
1302974,0.06,2021-01-01
1303313,2.38,2021-01-01
1303330,0,2021-01-01
1303523,1.1,2021-01-01
1303565,0,2021-01-01
1303652,0.37,2021-01-01
1303849,0,2021-01-01
1303936,0.06,2021-01-01
1303942,0.73,2021-01-01
1304280,1.8,2021-01-01
1304366,0,2021-01-01
1304421,0.84,2021-01-01
1304464,0.95,2021-01-01
1304492,2.38,2021-01-01
1304740,0.37,2021-01-01
1305168,0.73,2021-01-01
1305253,2.38,2021-01-01
1305294,0.37,2021-01-01
1305507,0.37,2021-01-01
1305767,0.06,2021-01-01
1305773,0.73,2021-01-01
1306527,0.37,2021-01-01
1306550,0,2021-01-01
1306830,2.38,2021-01-01
1306900,0.37,2021-01-01
1306965,1.1,2021-01-01
1307111,0.37,2021-01-01
1307579,1.36,2021-01-01
1307748,0.84,2021-01-01
1307752,0.37,2021-01-01
1307954,2.38,2021-01-01
1308017,0.37,2021-01-01
1308045,0.06,2021-01-01
1308106,1.36,2021-01-01
1308161,0.95,2021-01-01
1308208,0.84,2021-01-01
1308335,0,2021-01-01
1308547,2.38,2021-01-01
1308648,1.1,2021-01-01
1308858,0.37,2021-01-01
1308927,0,2021-01-01
1309082,2.38,2021-01-01
1309108,2.38,2021-01-01
1309402,2.38,2021-01-01
1309710,0,2021-01-01
1309987,0,2021-01-01
1310114,3.05,2021-01-01
1310243,0,2021-01-01
1310313,0.37,2021-01-01
1310445,0.06,2021-01-01
1310527,0.73,2021-01-01
1310709,0,2021-01-01
1310897,0.37,2021-01-01
1311068,0,2021-01-01
1311230,1.1,2021-01-01
1311241,0.95,2021-01-01
1311370,1.1,2021-01-01
1311396,0,2021-01-01
1311486,0,2021-01-01
1311538,0.95,2021-01-01
1311596,0,2021-01-01
1311605,0.37,2021-01-01
1311926,0.37,2021-01-01
1311967,0.37,2021-01-01
1312073,0.95,2021-01-01
1312109,0,2021-01-01
1312206,0,2021-01-01
1312547,0,2021-01-01
1312928,0.37,2021-01-01
1313024,0.37,2021-01-01
1313275,2.38,2021-01-01
1313310,1.1,2021-01-01
1313510,0,2021-01-01
1313536,0.73,2021-01-01
1313682,0.06,2021-01-01
1313730,0,2021-01-01
1313911,0.37,2021-01-01
1313918,1.1,2021-01-01
1314026,0.37,2021-01-01
1314052,2.38,2021-01-01
1314102,2.38,2021-01-01
1314196,0.73,2021-01-01
1314223,0.37,2021-01-01
1314592,0.37,2021-01-01
1314655,0.37,2021-01-01
1314727,3.69,2021-01-01
1314755,0.06,2021-01-01
1314772,0.73,2021-01-01
1314966,0,2021-01-01
1315054,0,2021-01-01
1315255,2.38,2021-01-01
1315257,0.84,2021-01-01
1315320,0.37,2021-01-01
1315399,0.73,2021-01-01
1315443,0.06,2021-01-01
1315655,0.37,2021-01-01
1315657,0.95,2021-01-01
1315695,0.95,2021-01-01
1316016,0.95,2021-01-01
1316317,0.06,2021-01-01
1316360,0.95,2021-01-01
1316463,0.06,2021-01-01
1316517,1.8,2021-01-01
1316625,0.95,2021-01-01
1316645,1.1,2021-01-01
1316656,0.95,2021-01-01
1316835,2.38,2021-01-01
1316898,0.37,2021-01-01
1317080,0.06,2021-01-01
1317362,0.37,2021-01-01
1317577,0.37,2021-01-01
1317630,0.84,2021-01-01
1317865,0.06,2021-01-01
1317945,1.8,2021-01-01
1318008,2.38,2021-01-01
1318025,0.06,2021-01-01
1318084,2.38,2021-01-01
1318220,0,2021-01-01
1318310,0.95,2021-01-01
1318484,1.8,2021-01-01
1318545,0.37,2021-01-01
1318568,2.38,2021-01-01
1318605,2.38,2021-01-01
1318885,1.36,2021-01-01
1319009,0,2021-01-01
1319161,2.38,2021-01-01
1319183,0.06,2021-01-01
1319229,0.37,2021-01-01
1319327,0.37,2021-01-01
1319439,0.37,2021-01-01
1319869,0.06,2021-01-01
1319947,2.38,2021-01-01
1320092,0.37,2021-01-01
1320203,0.06,2021-01-01
1320350,1.36,2021-01-01
1320375,0,2021-01-01
1320414,2.38,2021-01-01
1320461,2.38,2021-01-01
1320695,2.38,2021-01-01
1320760,0.73,2021-01-01
1320854,0.73,2021-01-01
1320934,0.37,2021-01-01
1320947,0.95,2021-01-01
1321268,0.37,2021-01-01
1321560,0.37,2021-01-01
1321646,2.38,2021-01-01
1321655,0,2021-01-01
1321732,0,2021-01-01
1321741,1.8,2021-01-01
1321834,2.38,2021-01-01
1321847,0.06,2021-01-01
1321851,1.36,2021-01-01
1322422,1.1,2021-01-01
1322435,0,2021-01-01
1322436,0,2021-01-01
1322439,0.84,2021-01-01
1322505,2.38,2021-01-01
1322554,0.37,2021-01-01
1322652,0,2021-01-01
1322705,0.95,2021-01-01
1322866,0.37,2021-01-01
1322872,0.37,2021-01-01
1323033,0,2021-01-01
1323115,0.37,2021-01-01
1323206,0.06,2021-01-01
1323404,1.1,2021-01-01
1323468,0.84,2021-01-01
1323531,0.37,2021-01-01
1323630,0,2021-01-01
1323648,0.73,2021-01-01
1323653,0.37,2021-01-01
1323715,0.37,2021-01-01
1323885,2.38,2021-01-01
1323974,0.37,2021-01-01
1324189,0,2021-01-01
1324245,0.95,2021-01-01
1324272,2.38,2021-01-01
1324404,2.38,2021-01-01
1324410,0.37,2021-01-01
1324424,2.38,2021-01-01
1324479,0.37,2021-01-01
1324503,0.37,2021-01-01
1324518,0.95,2021-01-01
1324570,0.37,2021-01-01
1324759,0,2021-01-01
1324772,0.37,2021-01-01
1324915,0.06,2021-01-01
1324948,1.8,2021-01-01
1325228,0.37,2021-01-01
1325281,0.37,2021-01-01
1325618,0.73,2021-01-01
1325670,2.38,2021-01-01
1325702,2.38,2021-01-01
1325879,3.05,2021-01-01
1325950,0,2021-01-01
1325955,0.37,2021-01-01
1325964,1.36,2021-01-01
1326003,0.84,2021-01-01
1326059,0.06,2021-01-01
1326089,1.8,2021-01-01
1326110,2.38,2021-01-01
1326160,2.38,2021-01-01
1326190,2.38,2021-01-01
1326200,2.38,2021-01-01
1326205,0.73,2021-01-01
1326380,2.38,2021-01-01
1326390,0,2021-01-01
1326396,0,2021-01-01
1326428,0.37,2021-01-01
1326583,0.95,2021-01-01
1326652,0,2021-01-01
1326706,0.73,2021-01-01
1326732,2.38,2021-01-01
1326801,3.69,2021-01-01
1326917,0,2021-01-01
1326973,0.37,2021-01-01
1327012,0,2021-01-01
1327068,2.38,2021-01-01
1327098,0.37,2021-01-01
1327273,0.73,2021-01-01
1327318,2.38,2021-01-01
1327364,0,2021-01-01
1327467,0.37,2021-01-01
1327471,0.37,2021-01-01
1327567,2.38,2021-01-01
1327603,0,2021-01-01
1327607,0.73,2021-01-01
1327688,1.36,2021-01-01
1327811,2.38,2021-01-01
1328015,0.37,2021-01-01
1328143,3.05,2021-01-01
1328237,0.06,2021-01-01
1328300,0,2021-01-01
1328440,0.06,2021-01-01
1328571,0.95,2021-01-01
1328581,2.38,2021-01-01
1328598,1.36,2021-01-01
1328650,0.37,2021-01-01
1328792,0.73,2021-01-01
1328798,0.37,2021-01-01
1328919,0.06,2021-01-01
1329099,1.1,2021-01-01
1329365,0.37,2021-01-01
1329388,0,2021-01-01
1329394,1.36,2021-01-01
1329606,1.8,2021-01-01
1329799,0.37,2021-01-01
1329998,0,2021-01-01
1330017,0.37,2021-01-01
1330039,0.37,2021-01-01
1330421,0.95,2021-01-01
1330562,0.37,2021-01-01
1330568,1.1,2021-01-01
1330849,1.1,2021-01-01
1331284,1.36,2021-01-01
1331301,0.37,2021-01-01
1331427,0,2021-01-01
1331520,2.38,2021-01-01
1331588,0.06,2021-01-01
1331875,2.38,2021-01-01
1332174,1.1,2021-01-01
1332283,0,2021-01-01
1332341,0.37,2021-01-01
1332349,2.38,2021-01-01
1332551,2.38,2021-01-01
1332602,0.37,2021-01-01
1332626,0.37,2021-01-01
1332639,1.1,2021-01-01
1332943,0,2021-01-01
1333141,1.1,2021-01-01
1333172,0,2021-01-01
1333248,0.95,2021-01-01
1333274,0.84,2021-01-01
1333291,0,2021-01-01
1333493,2.38,2021-01-01
1333513,0.37,2021-01-01
1333763,0.37,2021-01-01
1333822,0.73,2021-01-01
1333835,2.38,2021-01-01
1333986,0,2021-01-01
1334036,2.38,2021-01-01
1334121,0.06,2021-01-01
1334126,0,2021-01-01
1334269,0.37,2021-01-01
1334303,0.37,2021-01-01
1334325,0.73,2021-01-01
1334388,0.06,2021-01-01
1334478,0.37,2021-01-01
1334872,0,2021-01-01
1334933,1.8,2021-01-01
1334978,2.38,2021-01-01
1335102,0.37,2021-01-01
1335103,0,2021-01-01
1335105,1.36,2021-01-01
1335106,0,2021-01-01
1335190,0,2021-01-01
1335258,2.38,2021-01-01
1335293,0.37,2021-01-01
1335793,0.37,2021-01-01
1336047,0.37,2021-01-01
1336050,0,2021-01-01
1336206,0.06,2021-01-01
1336437,0.37,2021-01-01
1336467,0,2021-01-01
1336545,0,2021-01-01
1336644,0,2021-01-01
1336654,0,2021-01-01
1336705,0.06,2021-01-01
1336917,2.38,2021-01-01
1336920,2.38,2021-01-01
1337013,2.38,2021-01-01
1337068,0.73,2021-01-01
1337117,0.06,2021-01-01
1337298,2.38,2021-01-01
1337553,2.38,2021-01-01
1337587,0.06,2021-01-01
1337619,2.38,2021-01-01
1337675,0.37,2021-01-01
1337899,0.37,2021-01-01
1338042,0.95,2021-01-01
1338065,2.38,2021-01-01
1338095,0,2021-01-01
1338248,0.37,2021-01-01
1338321,0.37,2021-01-01
1338401,0.37,2021-01-01
1338561,0.06,2021-01-01
1338578,0,2021-01-01
1338613,0.37,2021-01-01
1338749,2.38,2021-01-01
1338940,1.36,2021-01-01
1339048,0.95,2021-01-01
1339455,0.37,2021-01-01
1339469,3.05,2021-01-01
1339553,0.37,2021-01-01
1339579,0.06,2021-01-01
1339605,2.38,2021-01-01
1339729,0.37,2021-01-01
1339970,3.05,2021-01-01
1340041,0.95,2021-01-01
1340122,2.38,2021-01-01
1340127,0.37,2021-01-01
1340243,1.1,2021-01-01
1340354,0.37,2021-01-01
1340476,1.8,2021-01-01
1340677,1.1,2021-01-01
1340736,0,2021-01-01
1340744,0,2021-01-01
1340752,0,2021-01-01
1340786,0.37,2021-01-01
1340909,0.73,2021-01-01
1341088,0.37,2021-01-01
1341141,0.84,2021-01-01
1341170,0.06,2021-01-01
1341235,2.38,2021-01-01
1341317,1.8,2021-01-01
1341318,0.73,2021-01-01
1341335,1.1,2021-01-01
1341439,2.38,2021-01-01
1341470,0,2021-01-01
1341513,0.06,2021-01-01
1341766,2.38,2021-01-01
1341843,0,2021-01-01
1341988,0.37,2021-01-01
1342068,0.37,2021-01-01
1342126,0.95,2021-01-01
1342167,0.37,2021-01-01
1342287,0.84,2021-01-01
1342338,1.1,2021-01-01
1342423,0.73,2021-01-01
1342575,0.37,2021-01-01
1342585,0.06,2021-01-01
1342803,0.06,2021-01-01
1342874,1.1,2021-01-01
1342958,2.38,2021-01-01
1342960,0.37,2021-01-01
1343034,0.37,2021-01-01
1343202,0,2021-01-01
1343491,0.73,2021-01-01
1343719,0,2021-01-01
1343793,0,2021-01-01
1344154,0.37,2021-01-01
1344376,0.06,2021-01-01
1344413,0.95,2021-01-01
1344596,0.95,2021-01-01
1344674,0.37,2021-01-01
1344705,0,2021-01-01
1344708,0,2021-01-01
1344907,0.37,2021-01-01
1344980,0.37,2021-01-01
1345016,2.38,2021-01-01
1345099,1.1,2021-01-01
1345105,1.1,2021-01-01
1345126,2.38,2021-01-01
1345310,0.37,2021-01-01
1345715,0,2021-01-01
1345801,0,2021-01-01
1345968,0,2021-01-01
1346610,1.36,2021-01-01
1346830,2.38,2021-01-01
1346980,0.73,2021-01-01
1347022,0,2021-01-01
1347178,2.38,2021-01-01
1347215,0.06,2021-01-01
1347426,1.1,2021-01-01
1347452,0,2021-01-01
1347510,0.37,2021-01-01
1347557,1.1,2021-01-01
1347613,0,2021-01-01
1347815,0.37,2021-01-01
1347858,1.8,2021-01-01
1348036,3.69,2021-01-01
1348324,0.37,2021-01-01
1348334,0.37,2021-01-01
1348362,0.73,2021-01-01
1348649,0.37,2021-01-01
1348911,2.38,2021-01-01
1348952,2.38,2021-01-01
1349108,0,2021-01-01
1349436,0.73,2021-01-01
1349437,0,2021-01-01
1349454,0.37,2021-01-01
1349892,0,2021-01-01
1349929,0.73,2021-01-01
1350072,0.37,2021-01-01
1350102,0.06,2021-01-01
1350381,2.38,2021-01-01
1350653,2.38,2021-01-01
1351172,1.36,2021-01-01
1351197,0,2021-01-01
1351285,2.38,2021-01-01
1351288,2.38,2021-01-01
1351541,1.1,2021-01-01
1351636,1.8,2021-01-01
1352010,1.8,2021-01-01
1352302,0,2021-01-01
1352341,0.95,2021-01-01
1352713,0,2021-01-01
1353123,0.37,2021-01-01
1353226,0,2021-01-01
1353268,0.37,2021-01-01
1353283,3.69,2021-01-01
1353499,0,2021-01-01
1353523,0.37,2021-01-01
1353536,0.06,2021-01-01
1353611,0.06,2021-01-01
1353612,0.06,2021-01-01
1353613,0.06,2021-01-01
1353614,1.36,2021-01-01
1353615,0.06,2021-01-01
1353616,0,2021-01-01
1353970,0.73,2021-01-01
1354174,0.37,2021-01-01
1354217,0.95,2021-01-01
1354327,2.38,2021-01-01
1354371,0,2021-01-01
1354513,0,2021-01-01
1354730,0.06,2021-01-01
1354835,0.37,2021-01-01
1354866,2.38,2021-01-01
1355042,0,2021-01-01
1355096,2.38,2021-01-01
1355128,0,2021-01-01
1355444,1.1,2021-01-01
1355754,2.38,2021-01-01
1355795,0.37,2021-01-01
1355823,0.37,2021-01-01
1355839,0.73,2021-01-01
1355848,1.8,2021-01-01
1355855,0.37,2021-01-01
1356090,2.38,2021-01-01
1356093,0.73,2021-01-01
1356115,0,2021-01-01
1356284,0.06,2021-01-01
1356462,0.37,2021-01-01
1356570,1.1,2021-01-01
1356576,2.38,2021-01-01
1356628,0,2021-01-01
1356857,0.37,2021-01-01
1356949,0.73,2021-01-01
1357115,0,2021-01-01
1357204,2.38,2021-01-01
1357227,0.37,2021-01-01
1357371,0,2021-01-01
1357450,0,2021-01-01
1357459,0.73,2021-01-01
1357615,2.38,2021-01-01
1357660,0,2021-01-01
1357671,0.73,2021-01-01
1357874,2.38,2021-01-01
1357971,0.73,2021-01-01
1358190,0.73,2021-01-01
1358356,0.73,2021-01-01
1358483,0.95,2021-01-01
1358575,0.06,2021-01-01
1358762,2.38,2021-01-01
1358831,0,2021-01-01
1359111,0.37,2021-01-01
1359555,0,2021-01-01
1359687,0,2021-01-01
1359711,1.1,2021-01-01
1359841,2.38,2021-01-01
1359931,3.05,2021-01-01
1360214,0.73,2021-01-01
1360530,0.95,2021-01-01
1360537,0.37,2021-01-01
1360565,0.73,2021-01-01
1360604,2.38,2021-01-01
1360683,0.37,2021-01-01
1360901,0.84,2021-01-01
1361113,2.38,2021-01-01
1361245,0.37,2021-01-01
1361248,0,2021-01-01
1361470,0.37,2021-01-01
1361538,2.38,2021-01-01
1361579,0.37,2021-01-01
1361658,2.38,2021-01-01
1361709,0.37,2021-01-01
1361859,0.06,2021-01-01
1361872,0.37,2021-01-01
1361916,0,2021-01-01
1361937,0,2021-01-01
1361983,2.38,2021-01-01
1362004,2.38,2021-01-01
1362120,0.37,2021-01-01
1362190,2.38,2021-01-01
1362468,0.84,2021-01-01
1362481,0,2021-01-01
1362614,0.37,2021-01-01
1362705,0.73,2021-01-01
1362718,0,2021-01-01
1362719,0,2021-01-01
1362898,0.06,2021-01-01
1362959,0.06,2021-01-01
1362988,2.38,2021-01-01
1363381,0.37,2021-01-01
1363421,0,2021-01-01
1363438,0.06,2021-01-01
1363829,2.38,2021-01-01
1363851,0.95,2021-01-01
1363890,0,2021-01-01
1364099,0.37,2021-01-01
1364125,0.06,2021-01-01
1364128,0.06,2021-01-01
1364250,0.84,2021-01-01
1364389,0.06,2021-01-01
1364479,2.38,2021-01-01
1364541,0.37,2021-01-01
1364644,0.06,2021-01-01
1364728,0.06,2021-01-01
1364742,0.84,2021-01-01
1364856,0.37,2021-01-01
1364885,2.38,2021-01-01
1364954,2.38,2021-01-01
1364962,0.95,2021-01-01
1365038,2.38,2021-01-01
1365135,2.38,2021-01-01
1365241,0.37,2021-01-01
1365555,0.37,2021-01-01
1365742,1.36,2021-01-01
1365767,1.36,2021-01-01
1365784,0,2021-01-01
1365997,0,2021-01-01
1366246,2.38,2021-01-01
1366312,0,2021-01-01
1366340,0.73,2021-01-01
1366367,0.37,2021-01-01
1366527,0.37,2021-01-01
1366561,3.69,2021-01-01
1366649,0,2021-01-01
1366868,2.38,2021-01-01
1367064,0.95,2021-01-01
1367083,0.73,2021-01-01
1367311,0,2021-01-01
1367396,0,2021-01-01
1367644,2.38,2021-01-01
1367859,0.73,2021-01-01
1367920,2.38,2021-01-01
1368007,0.95,2021-01-01
1368265,2.38,2021-01-01
1368308,0.37,2021-01-01
1368358,0.37,2021-01-01
1368365,2.38,2021-01-01
1368458,2.38,2021-01-01
1368493,0.06,2021-01-01
1368514,2.38,2021-01-01
1368519,0.06,2021-01-01
1368622,2.38,2021-01-01
1368745,0,2021-01-01
1368802,0.37,2021-01-01
1368879,0,2021-01-01
1368893,0,2021-01-01
1368900,0,2021-01-01
1368993,0.37,2021-01-01
1369085,0.06,2021-01-01
1369241,1.36,2021-01-01
1369290,0.73,2021-01-01
1369568,2.38,2021-01-01
1369786,0.37,2021-01-01
1369817,0.37,2021-01-01
1369868,1.1,2021-01-01
1370053,2.38,2021-01-01
1370314,0.37,2021-01-01
1370416,0.06,2021-01-01
1370431,1.36,2021-01-01
1370450,1.8,2021-01-01
1370489,0,2021-01-01
1370637,2.38,2021-01-01
1370702,0.95,2021-01-01
1370755,2.38,2021-01-01
1370804,0,2021-01-01
1370880,3.69,2021-01-01
1370946,2.38,2021-01-01
1371011,0.37,2021-01-01
1371217,2.38,2021-01-01
1371285,2.38,2021-01-01
1371446,0.37,2021-01-01
1371455,0.37,2021-01-01
1371489,0.73,2021-01-01
1371541,0.37,2021-01-01
1371571,1.36,2021-01-01
1371782,0.06,2021-01-01
1372000,0,2021-01-01
1372020,2.38,2021-01-01
1372041,0.37,2021-01-01
1372117,0,2021-01-01
1372183,2.38,2021-01-01
1372299,0.73,2021-01-01
1372326,0,2021-01-01
1372336,0,2021-01-01
1372375,0.37,2021-01-01
1372414,0.37,2021-01-01
1372514,0.73,2021-01-01
1372612,2.38,2021-01-01
1372791,0,2021-01-01
1372807,0.73,2021-01-01
1372920,1.1,2021-01-01
1373060,0.37,2021-01-01
1373561,0.37,2021-01-01
1373641,0.37,2021-01-01
1373670,2.38,2021-01-01
1373707,3.05,2021-01-01
1373715,2.38,2021-01-01
1373835,0.95,2021-01-01
1373980,0.37,2021-01-01
1373988,0,2021-01-01
1374128,0.37,2021-01-01
1374293,0.06,2021-01-01
1374310,2.38,2021-01-01
1374328,0,2021-01-01
1374339,0.06,2021-01-01
1374535,0.84,2021-01-01
1374684,0.37,2021-01-01
1374690,2.38,2021-01-01
1374756,0.37,2021-01-01
1374783,0.37,2021-01-01
1374993,0.37,2021-01-01
1375063,0.73,2021-01-01
1375083,0.37,2021-01-01
1375151,2.38,2021-01-01
1375200,0.37,2021-01-01
1375205,0.73,2021-01-01
1375247,0.37,2021-01-01
1375271,0.37,2021-01-01
1375320,0.37,2021-01-01
1375336,0,2021-01-01
1375340,0,2021-01-01
1375365,2.38,2021-01-01
1375387,0,2021-01-01
1375514,0.95,2021-01-01
1375557,0.37,2021-01-01
1375686,0,2021-01-01
1375796,2.38,2021-01-01
1375829,0.37,2021-01-01
1375877,1.1,2021-01-01
1375996,0.06,2021-01-01
1376139,2.38,2021-01-01
1376227,0.73,2021-01-01
1376321,0.73,2021-01-01
1376339,3.69,2021-01-01
1376610,1.1,2021-01-01
1376742,0,2021-01-01
1376812,0,2021-01-01
1376972,0.37,2021-01-01
1376986,0.73,2021-01-01
1377013,0.95,2021-01-01
1377121,2.38,2021-01-01
1377630,2.38,2021-01-01
1377720,0,2021-01-01
1377757,0.06,2021-01-01
1377789,0.73,2021-01-01
1377902,0.37,2021-01-01
1377936,0.73,2021-01-01
1378020,0,2021-01-01
1378140,0.73,2021-01-01
1378239,1.1,2021-01-01
1378564,0.37,2021-01-01
1378590,0.73,2021-01-01
1378624,0.73,2021-01-01
1378701,0,2021-01-01
1378706,0.37,2021-01-01
1378718,0.95,2021-01-01
1378789,1.1,2021-01-01
1378946,2.38,2021-01-01
1378950,2.38,2021-01-01
1378992,2.38,2021-01-01
1379006,0.73,2021-01-01
1379041,2.38,2021-01-01
1379246,0,2021-01-01
1379378,0.37,2021-01-01
1379384,0,2021-01-01
1379400,0,2021-01-01
1379438,1.1,2021-01-01
1379661,2.38,2021-01-01
1379785,2.38,2021-01-01
1380180,0.37,2021-01-01
1380509,0.37,2021-01-01
1380712,0,2021-01-01
1380846,0.84,2021-01-01
1380936,0,2021-01-01
1380992,1.1,2021-01-01
1381074,0.06,2021-01-01
1381197,0.84,2021-01-01
1381353,0.06,2021-01-01
1381531,2.38,2021-01-01
1381639,0.37,2021-01-01
1381640,1.1,2021-01-01
1381668,0.84,2021-01-01
1382101,3.69,2021-01-01
1382158,0.37,2021-01-01
1382219,0,2021-01-01
1382230,0.73,2021-01-01
1382298,0.37,2021-01-01
1382413,0.37,2021-01-01
1382574,0.73,2021-01-01
1382696,0,2021-01-01
1382821,2.38,2021-01-01
1383054,0.06,2021-01-01
1383055,0.06,2021-01-01
1383057,0.06,2021-01-01
1383058,0.06,2021-01-01
1383062,0.06,2021-01-01
1383082,0.06,2021-01-01
1383084,0.06,2021-01-01
1383145,0,2021-01-01
1383149,0.06,2021-01-01
1383151,1.36,2021-01-01
1383154,0,2021-01-01
1383312,2.38,2021-01-01
1383395,1.1,2021-01-01
1383414,0.84,2021-01-01
