CIK,"('exchange_and_symbol', 'variation_0')",market_cap_at_prediction_date
1646109,NYSE:FDEU,213146205
1646188,Nasdaq:ONDS,184899500
1646228,NYSE:HOME,
1646383,NYSE:CSRA,
1646587,NYSE:NRE,
1646972,NYSE:ACI,14097392000
1647088,Nasdaq:WSC,8936171827
1647320,NASDAQ:CMTA,
1647338,NASDAQ:GSUM,
1647509,NYSE:FCEA,
1647513,NASDAQ:NBLX,
1647639,Nasdaq:UPST,10270986208
1647932,NYSE:JHA,
1647933,NYSE:JHB,
1648087,Nasdaq:AREB,6936064
1648098,,
1648257,Nasdaq:HCM,5285620412
1648416,NYSE:RACE,46005523200
1648893,,
1648960,Nasdaq:DATS,45849670
1649009,Nasdaq:SYTA,41524361
1649015,NYSE:LLAP,
1649094,Nasdaq:PCVX,1173958861
1649096,NYSE:CLPR,143121330
1649709,,
1649739,Nasdaq:BAFN,92411320
1649744,Nasdaq:DLTH,475203000
1649749,NYSE:FBK,1975058108
1649752,NYSE:NMG,272007986
1649904,Nasdaq:RYTM,545603234
1649989,Nasdaq:OTLK,269065808
1650101,Nasdaq:ATXG,199174245
1650107,Nasdaq:CCEP,23710050000
1650132,NYSE:FCPT,2115192032
1650164,NYSE:TOST,17091400066
1650372,Nasdaq:TEAM,86848756800
1650445,NYSE:QHC,
1650575,Nasdaq:BRQS,17912839
1650648,Nasdaq:FDMT,544230733
1650664,Nasdaq:EDIT,2064342834
1650696,AMEX:LSF,117681151
1650729,NYSE:SITE,9611156724
1650962,NYSE:WBT,3366699889
1651052,NASDAQ:FOCS,3218376333
1651094,NYSE:ELVT,93474178
1651235,NASDAQ:ACIA,
1651308,Nasdaq:BGNE,26018295948
1651311,Nasdaq:MRUS,1154130023
1651390,Nasdaq:ACET,
1651407,Nasdaq:CKPT,227334484
1651431,NASDAQ:CMPI,68137020
1651502,NYSE:LDI,
1651561,Nasdaq:TRHC,371951840
1651562,NYSE:COUR,3272521712
1651625,Nasdaq:ACIU,375373030
1651717,NYSE:NOMD,4359172449
1651721,Nasdaq:GIPR,3710543.28
1651944,NASDAQ:CNACR,519419070
1651987,,
1652044,Nasdaq:GOOG,1887263374726
1652106,,
1652130,Nasdaq:NTLA,8696566980
1652133,NASDAQ:OMP,706016997.1
1652362,NASDAQ:IEAWW,419779500
1652499,NASDAQ:CTST,105.63
1652535,Nasdaq:ICHR,1161469847
1652724,Nasdaq:LHDX,262804820
1652923,NASDAQ:AVXS,
1653087,Nasdaq:ALEC,1876931286
1653242,NYSE:NTB,1819410709
1653247,Nasdaq:ASAP,111501038
1653384,Nasdaq:RWAY,529671700
1653477,NYSE:NGVT,2737245000
1653482,Nasdaq:GTLB,13458106940
1653558,Nasdaq:PRTH,545284010
1653653,Nasdaq:RRR,3223897910
1653909,Nasdaq:BIRD,1590179210
1654126,NYSE:ZIM,6025105399
1654151,Nasdaq:DCPH,574342742
1654595,Nasdaq:MDRR,133557773
1654795,NYSE:BBU,3460077000
1655020,NASDAQ:XOG,
1655050,NYSE:BCSF,989093899
1655075,OTC:AFIIQ,41919682
1655099,NYSE:RA,935359909
1655210,Nasdaq:BYND,4135343111
1655544,NYSE:NHA,
1655759,Nasdaq:ARVN,3960000000
1655888,NYSE:OBDC,5450891320
1655891,Nasdaq:TRMD,606864000
1656081,NYSE:DAVA,8411932357
1656328,NASDAQ:SNNA,
1656472,NASDAQ:CRON,1518602956
1656536,Nasdaq:DBTX,108669800
1656634,Nasdaq:GRTS,1078360492
1656886,NYSE:DM,
1656936,NYSE:MGP,9873869940
1657197,NYSE:COTV,
1657312,Nasdaq:VRNA,318810722
1657573,Nasdaq:XMTR,1216960457
1657788,NYSE:KRP,564260066
1657853,Nasdaq:HTZ,9771840000
1658247,Nasdaq:CRNX,968068430
1658566,NYSE:PR,1635540816
1659122,NASDAQ:KLRE,
1659166,NYSE:FTV,24953500000
1659323,Nasdaq:ITRM,77338254
1659352,Nasdaq:CDAK,278454210
1659494,AMEX:COE,415285378
1659520,AMEX:SILV,796485120
1659617,Nasdaq:MBRX,55901928
1659697,,
1659939,NYSE:ENIC,2572995927
1660046,NASDAQ:IMRNW,
1660078,,
1660134,Nasdaq:OKTA,33869755200
1660280,Nasdaq:TENB,5712981900
1660334,Nasdaq:VRCA,253725668
1660484,,
1660690,NYSE:VSM,
1660719,NASDAQ:ARLZ,
1660734,NYSE:TRTN,
1661053,Nasdaq:NVNO,58156000
1661059,Nasdaq:NXTC,157687228
1661101,,
1661125,NASDAQ:YIN,
1661181,Nasdaq:ORGO,1157545818
1661460,Nasdaq:PSTX,444424734
1661920,NASDAQ:LONE,
1661998,Nasdaq:FIXX,238743000
1662244,Nasdaq:CYT,214492212
1662253,NASDAQ:TIBRW,
1662524,NASDAQ:AKCA,
1662574,Nasdaq:GROM,19080190
1662579,Nasdaq:CCCC,1450775006
1662684,NYSE MKT:KULR,274801409
1662774,Nasdaq:QNCX,370901504
1664106,NASDAQ:LOGC,81073728
1664703,NYSE:BE,3491306940
1664710,Nasdaq:KROS,1240434822
1664998,Nasdaq:KNBE,3951092700
1665300,NASDAQ:PHUN,147121650
1665562,NASDAQ:EVOQ,
1665658,NASDAQ:CHUBK,
1665817,NYSE:EHT,
1665918,NYSE:USFD,6957670939
1665988,Nasdaq:BVS,765198276
1666071,Nasdaq:CDLX,2093741100
1666134,Nasdaq:BL,6010382000
1666138,NYSE:ATKR,4683795971
1666175,NYSE:FTS,22146240000
1666291,NYSE:CMTG,2129598700
1666700,NYSE:DD,40816467000
1666735,NYSE:JHD,
1666757,NASDAQ:ZIONN,
1666810,NYSE:RBOT,1182678300
1667011,Nasdaq:AIP,531271818
1667161,NASDAQ:RNDB,124650843.2
1667313,AMEX:ZDGE,131103490
1667633,NASDAQ:FTSV,
1667840,,
1667874,,
1668010,Nasdaq:DBGI,31139478
1668105,NASDAQ:TLND,
1668243,Nasdaq:URGN,212218128
1668370,Nasdaq:TBLT,49397722
1668397,Nasdaq:MEDP,7665143880
1668428,NASDAQ:CFCO,
1668438,Nasdaq:IMTE,18538848
1668673,Nasdaq:PETQ,618068990
1668717,NYSE:BUD,117923320000
1669162,NYSE:KNSL,4831972800
1669600,,
1669779,NYSE:CWH,1671785999
1669792,NYSE:APFH,
1669811,NYSE:DFIN,1474412000
1669812,,
1670076,Nasdaq:ULCC,2880150000
1670349,NASDAQ:USWSW,120998013.8
1670541,NYSE:ADNT,4027122000
1670592,NYSE:YETI,6987538100
1671284,NYSE:BHG,2259851150
1671502,Nasdaq:QNRX,7302898.13
1671584,Nasdaq:APVO,38113049
1671818,Nasdaq:ONCR,137994000
1671854,NASDAQ:SCACW,
1671858,Nasdaq:SPRY,233957600
1671927,Nasdaq:IMCR,1458439762
1671933,Nasdaq:TTD,41981962040
1672013,NYSE:GOLF,3718641344
1672619,Nasdaq:ELVN,42690010
1672688,Nasdaq:ABSI,446173042
1672909,Nasdaq:CPHC,83737347
1673358,NYSE:YUMC,19918400000
1673481,Nasdaq:LTRY,155732997
1673772,Nasdaq:RAPT,965335533
1673985,NYSE:ASIX,1214233541
1674101,NYSE:VRT,8458406795
1674168,NYSE:HGV,4576000000
1674227,Nasdaq:WORX,13424840
1674335,NYSE:JELD,2258612195
1674356,NYSE:TPTA,483540396
1674365,Nasdaq:APTX,168722200
1674416,Nasdaq:CRSP,6155641000
1674426,,
1674440,Nasdaq:CNXA,7390706.28
1674657,NASDAQ:MTFBW,
1674862,NYSE:ASH,5815332036
1674910,NYSE:VVV,6349480000
1674930,Nasdaq:FLGT,3146220000
1674988,NASDAQ:ZEAL,954083424
1675033,Nasdaq:GECC,75569801
1675149,NYSE:AA,9860585245
1675634,Nasdaq:PIXY,21913281
1675644,Nasdaq:FVCB,264665744
1676047,Nasdaq:NTRB,21350593
1676238,Nasdaq:BRZE,5932779300
1676479,Nasdaq:CSTR,428617791
1676538,,
1676667,NASDAQ:CART,
1676725,Nasdaq:IDYA,772733550
1677077,Nasdaq:ALZN,197746972
1677203,NYSE:QCP,
1677250,NYSE:ZTO,21763427939
1677393,,
1677576,NYSE:IIPR,5682942291
1677703,Nasdaq:CNDT,1000000000
1677761,,
1677940,Nasdaq:BYSI,176002262
1678022,NASDAQ:NEWA,
1678130,NYSE:OPP,193100183
1678388,NYSE:VVNT,2005876080
1678463,NASDAQ:FRTA,574590000
1678660,Nasdaq:PRLD,612461847
1679033,NYSE:JPT,167424724
1679049,NYSE:INSW,567655563
1679063,Nasdaq:CSSE,227010060
1679082,NYSE:MYOV,1498544210
1679268,Nasdaq:TUSK,88677480
1679273,NYSE:LW,8568155000
1679363,Nasdaq:MORF,1731241906
1679688,NYSE:DBRG,3930947996
1679788,Nasdaq:COIN,49896232200
1679826,NYSE:PING,1842996330
1680048,Nasdaq:MBIO,2542721435
1680056,AMEX:ORLA,115943490
1680062,Nasdaq:ACMR,1352002902
1680247,NYSE:PUMP,796602800
1680367,Nasdaq:STTK,364841093
1680378,Nasdaq:SNES,12677870
1680379,Nasdaq:SBT,268267474
1680581,Nasdaq:FULC,714596190
1680873,Nasdaq:HFFG,395617621
1681087,Nasdaq:AVRO,172846080
1681206,Nasdaq:NODK,399344478
1681348,Nasdaq:VVPR,53483680
1681459,NYSE:FTI,2612900000
1681556,OTC:GXXM,9459377.69
1681576,,
1681622,Nasdaq:VREX,1175520000
1681682,Nasdaq:NDRA,31142174
1681689,NASDAQ:BIVV,
1681714,,
1681903,Nasdaq:ICCH,51349550
1681941,OTC:IFMK,574377.28
1682149,Nasdaq:WISA,16122080
1682220,AMEX:SACC,146318550
1682241,Nasdaq:MATH,12349217
1682325,NASDAQ:GTYH,335063220
1682639,Nasdaq:EYEN,103693057
1682745,Nasdaq:VRRM,2208294480
1682811,NYSE:IHIT,222025465
1682852,Nasdaq:MRNA,111933900000
1683471,BATS:TAXR,0
1683541,Nasdaq:ACB,1121874424
1683553,Nasdaq:SPRB,100147696
1683606,NYSE:CARS,1042482320
1683695,NASDAQ:FNTE,592115475
1683825,Nasdaq:TRVG,3513731200
1684144,AMEX:ZOM,342472926
1684425,Nasdaq:PETZ,233835000
1684693,Nasdaq:SLGL,161213816
1685040,Nasdaq:BHF,3709730230
1685071,NASDAQ:DOVA,
1685316,Nasdaq:OBSV,168418448.6
1685428,Nasdaq:LMDX,2444570680
1685715,NYSE:JAG,
1686142,NYSE:JCO,
1686850,Nasdaq:MOTS,483159732
1687081,NYSE:FIV,
1687187,Nasdaq:METC,509982400
1687221,NYSE:REVG,859155765
1687229,NYSE:INVH,24562999096
1687277,Nasdaq:RETO,21063432
1687451,Nasdaq:ZKIN,30185559
1687542,Nasdaq:FRGT,39290234
1687932,NYSE:JILL,218275421
1688476,NYSE:NEX,812827680
1688568,NYSE:DXC,7503094600
1688757,Nasdaq:ESTA,1451997477
1688852,NYSE:SAFE,23840046250
1688941,NYSE:FBM,
1689375,Nasdaq:TRDA,85868531
1689548,Nasdaq:PRAX,824650397
1689657,Nasdaq:BLI,1278439504
1689662,NYSE:ARD,
1689731,Nasdaq:SSBK,180708600
1689796,NYSE:JBGS,3660875220
1689813,NYSE:BHVN,4656568204
1689923,NYSE:AYX,4074925440
1690012,OTC:ICRL,
1690080,Nasdaq:ATNF,140511.6
1690334,NYSE:SMHI,82940110
1690422,,
1690437,NYSE:BAR,926993.75
1690511,NYSE:GOOS,3782807293
1690585,Nasdaq:MGTA,278040968
1690639,Nasdaq:VBNK,317547474
1690680,Nasdaq:NMRK,2940167340
1690769,,
1690820,NYSE:CVNA,17875527790
1690842,NYSE:PLTM,44871.6
1690881,NASDAQ:ASV,
1690947,Nasdaq:HEXO,199178436
1691221,Nasdaq:FRSX,700795387
1691303,NYSE:HCC,1228662700
1691337,NASDAQ:PCSB,290109918
1691421,NYSE:LMND,2748671204
1691433,NYSE:BGIO,
1691445,NYSE:FINV,1342133426
1691493,NYSE:NU,41201639063
1691507,NASDAQ:CFBI,
1691936,Nasdaq:SNAX,915957514
1692063,NYSE:SNDR,4495810000
1692115,NYSE:SWX,4362945180
1692376,NYSE:VEL,406681660
1692412,NASDAQ:PLYA,1174523936
1692415,Nasdaq:CODX,248321173
1692427,Nasdaq:NCSM,73314800
1692528,Nasdaq:IMMP,
1692705,NYSE:QD,225777320
1692787,NYSE:KNTK,
1692819,NYSE:VST,10169904732
1692830,Nasdaq:STSA,128659042
1693011,Nasdaq:INZY,163730226
1693256,NYSE:WTTR,623049339
1693415,NASDAQ:TBIO,
1693577,Nasdaq:MNSB,178332055
1693664,NASDAQ:ARMO,
1693853,NYSE:VEI,
1694028,NYSE:LBRT,1602714990
1694187,NASDAQ:NTGN,
1694426,NYSE:DK,1089144628
1695098,NASDAQ:MMDMU,
1695295,Nasdaq:HYFM,1133275321
1695357,Nasdaq:PRVB,389756250
1696355,NYSE:BEDU,188368124
1696396,NASDAQ:MITO,49233294
1696558,Nasdaq:JRSH,81365360
1697152,Nasdaq:FMIV,
1697416,AMEX:RHE,
1697463,NASDAQ:OPB,
1697500,NYSE:SOI,201093340
1697532,Nasdaq:APLT,241646828
1697805,NASDAQ:BCACR,
1697818,Nasdaq:ICLK,442628565
1697851,Nasdaq:REKR,253573714
1697862,Nasdaq:ARGX,17238602370
1698209,NASDAQ:VEACW,
1698508,NYSE:IHTA,87373797
1698514,Nasdaq:NESR,803001100
1698530,NASDAQ:XCUR,21200865
1698535,NYSE:NXE,1864706941
1698990,NYSE:MGY,3228304850
1698991,NYSE:ACEL,1156319730
1699039,NYSE:RNGR,119789151
1699136,NYSE:WHD,2111180520
1699150,NYSE:IR,24004476000
1699382,Nasdaq:PMVP,1025527544
1699516,NYSE:ALIT,
1699683,OTC:LFIN,
1699838,Nasdaq:CFLT,12290982235
1699880,Nasdaq:AMLI,644317795
1701040,NYSE:CISN,
1701051,NYSE:WOW,1713771522
1701056,,
1701108,Nasdaq:SPRO,406897106
1701167,NYSE:EFL,
1701261,Nasdaq:FAMI,23077857
1701474,Nasdaq:AUR,
1701541,Nasdaq:BDTX,202658411
1701605,Nasdaq:BKR,19009680000
1701732,Nasdaq:ALTR,5383569930
1701756,Nasdaq:GRIL,12151665
1701758,Nasdaq:LOVE,908441514
1701809,NYSE:CBH,183812607
1701821,NASDAQ:FSACW,
1701963,Nasdaq:VS,66311750
1702123,Nasdaq:CRDL,138268338
1702318,Nasdaq:AHG,38549190
1702435,BATS:DFRA,0
1702744,Nasdaq:SMPL,3802973882
1702750,NYSE:BY,969578658
1702780,NYSE:ATUS,6898130160
1702924,Nasdaq:WRAP,162233090
1703038,NYSE:NRCG,
1703056,NYSE:ADT,6303870000
1703057,Nasdaq:ABCL,4026150677
1703079,NYSE:XFLT,228065119
1703117,NYSE:VAM,
1703141,NYSE:DESP,762674400
1703287,,
1703399,NYSE:SE,113871745320
1703497,,
1703644,NYSE:GPMT,622911823
1703647,Nasdaq:FREQ,187511550
1703785,NYSE:STR,206540719
1703956,Nasdaq:BBCP,420214880
1704235,NYSE:QES,
1704287,Nasdaq:BJDX,60651200
1704292,Nasdaq:ZLAB,5093898965
1704299,NYSE:TEAF,195743634
1704711,Nasdaq:FNKO,668115930
1704715,NYSE:AMR,949720512
1704720,NYSE:CNNE,2958884000
1704760,Nasdaq:AVCT,108458225.9
1705012,Nasdaq:FAT,127834983
1705110,Nasdaq:ANGI,4670649690
1705338,OTC:LOVLY,76951471
1705402,Nasdaq:AGMH,89805555
1705696,NYSE:VICI,17281114874
1705771,NASDAQ:DOTA,
1705843,Nasdaq:CBUS,88420447
1705873,Nasdaq:BRY,624828110
1706431,Nasdaq:VIR,6700194161
1706524,Nasdaq:UGRO,100503619
1706946,Nasdaq:DNAB,3449332670
1707092,NYSE:DLPH,
1707178,NYSE:CPLG,912328011
1707210,NASDAQ:NMCI,
1707258,Nasdaq:AMST,
1707303,Nasdaq:DOGZ,163621233
1707502,Nasdaq:SLDB,220133411
1707753,NYSE:ESTC,10756275993
1707919,Nasdaq:CENN,19617728433
1707925,Nasdaq:LIN,168870814880
1708035,NYSE:ECVT,1332589557
1708055,Nasdaq:RBBN,894304500
1708176,Nasdaq:HOFV,152600030
1708259,Nasdaq:LX,624164847
1708261,NYSE:JEMD,108003628.9
1708301,NYSE:BPMP,1533150850
1708331,Nasdaq:VRPX,21341875
1708341,Nasdaq:AGAE,72999016
1708405,NASDAQ:TRMT,
1708410,NASDAQ:IAMXR,7837706.7
1708441,NYSE:GEHI,
1708493,Nasdaq:HARP,218462720
1708599,AMEX:AGE,20236129
1708646,BATS:AAAU,0
1708688,Nasdaq:IFRX,458741760
1709048,Nasdaq:GFS,32196250000
1709164,NYSE:HBB,190345760
1709317,,
1709401,Nasdaq:RUBY,934913177
1709505,NYSE:BEST,6646770000
1709626,Nasdaq:NCNA,188400127
1709682,NYSE:CTOS,1349675500
1709768,NASDAQ:STNL,
1709819,NYSE:FEDU,33741178
1710072,Nasdaq:EWTX,568523929
1710155,Nasdaq:EYE,3742528220
1710340,Nasdaq:ETON,103852840
1710350,Nasdaq:BTBT,359809020
1710366,NYSE:CEIX,776162361
1710482,Nasdaq:JMSB,264209366
1710680,NYSE:HFRO,799101766
1711012,Nasdaq:AIHS,24223654
1711269,Nasdaq:EVRG,15322390000
1711279,Nasdaq:KRYS,1553779220
1711375,NYSE:LOMA,702522537
1711570,Nasdaq:UROY,340300840
1711675,NASDAQ:NITE,
1711754,Nasdaq:INMB,184731180
1711786,Nasdaq:HOTH,16747987
1711933,Nasdaq:AKYA,354233173
1712178,Nasdaq:NAAS,551353838
1712184,Nasdaq:LILA,2544644000
1712189,Nasdaq:TH,307223049
1712463,NYSE:PACK,2538501162
1712641,OTC:BFFTF,95285232
1712807,NYSE:PAGS,7977005481
1712923,NASDAQ:GSKY,2021628478
1713210,Nasdaq:ATPC,
1713334,NYSE:MSC,509234962
1713443,NYSE:KL,10690276056
1713539,Nasdaq:KXIN,109572542
1713683,Nasdaq:ZS,42989159100
1713748,NYSE:SKE,666740685
1713832,Nasdaq:HYRE,96362112
1713863,NYSE:RFL,99748422
1713930,NYSE:NEXA,1011833960
1713947,NYSE:SOGO,
1713952,NYSE:MOSC,
1714174,NYSE:BUR,2100688320
1714368,,
1714562,Nasdaq:GAME,48311976
1714798,NASDAQ:PRVL,
1714899,Nasdaq:DNLI,5459534231
1715497,NYSE:BORR,268151210
1715768,NASDAQ:TGAN,375979369
1715925,Nasdaq:IPA,113856629
1716166,Nasdaq:VVOS,54357721
1716338,Nasdaq:PT,19641059
1716583,Nasdaq:DCRD,473786960
1716621,AMEX:VTAK,7979000
1716770,Nasdaq:WAFU,16866977
1716918,Nasdaq:CELU,
1716947,Nasdaq:ENSC,7817420.09
1716951,Nasdaq:OCCI,93866773
1717161,NYSE:CEPU,460010662
1717307,Nasdaq:ILPT,1512572490
1717393,NYSE:CAAP,922875000
1717452,OTC:ODTC,56504665
1717457,Nasdaq:CPZ,360155212
1717547,NYSE:BRSP,1188588000
1717556,Nasdaq:BBIG,4505535153
1717961,NYSE:RWGE,
1718108,Nasdaq:SURF,237201723
1718224,Nasdaq:BTBD,24616859
1718227,Nasdaq:ROAD,1491429715
1718405,Nasdaq:HYMCL,42410679
1718512,NYSE:GTES,4105109591
1718852,Nasdaq:RXDX,1034027082
1718903,NASDAQ:RLM,
1718939,Nasdaq:IDAI,66872628
1719395,Nasdaq:EAR,180748168
1719406,Nasdaq:NRXP,243972045
1719489,NYSE:KLR,345893347
1719714,Nasdaq:MREO,177347066
1719893,NASDAQ:MTECU,
1720025,NASDAQ:ALGR,
1720116,Nasdaq:RDVT,461760041
1720161,Nasdaq:CTRM,128402855
1720201,OTC:IPIC,700
1720353,NASDAQ:NEBUW,
1720420,Nasdaq:IBEX,240387154
1720424,Nasdaq:HIVE,974548800
1720446,NYSE:ZEPP,294405682
1720580,NASDAQ:ACET,511057306
1720592,Nasdaq:RPAY,1431406487
1720635,NYSE:NVT,5846278000
1720671,Nasdaq:HCP,6662160000
1720725,NASDAQ:OYST,384086052
1720821,NASDAQ:PAEWW,922791452
1720893,Nasdaq:BTAI,580469730
1720990,NYSE:FSR,4838508533
1721181,NASDAQ:HHR,2510456780
1721386,Nasdaq:LFAC,325882785
1721484,Nasdaq:LGVN,298480057
1721741,Nasdaq:GORV,253638160
1721947,Nasdaq:JAMF,4268597513
1722010,Nasdaq:OPBK,189808311
1722271,NASDAQ:AKUS,290783577
1722287,NYSE:CVIA,
1722380,NYSE:AIU,66153060
1722387,AMEX:ITRG,163441136
1722438,NYSE:DOMA,1283819670
1722482,NYSE:AVTR,23324750000
1722606,AMEX:MTA,303954262
1722608,Nasdaq:IQ,3612968164
1722684,NYSE:WH,7561830000
1722890,NASDAQ:TLC,
1722926,Nasdaq:ASLN,78164226
1722964,Nasdaq:YMAB,703431652
1722992,NYSE:SMTA,
1723069,Nasdaq:TLSA,94994093
1723089,Nasdaq:CHX,4057785270
1723128,Nasdaq:AMRX,679084320
1723580,Nasdaq:BFI,115787873
1723596,Nasdaq:CLBK,2091370668
1723648,Nasdaq:LVOX,398220720
1723690,Nasdaq:BILI,17269711350
1723866,NASDAQ:SIC,
1723935,NYSE:STG,68033420
1723980,Nasdaq:SXTC,8906577.52
1724009,NYSE:PRT,81023775
1724256,,
1724344,NASDAQ:ETTX,100991712
1724521,NYSE:RCUS,2884959000
1724542,Nasdaq:CLPS,36459624
1724570,NYSE:MSP,4252943631
1724670,NYSE:PRSP,
1724755,NYSE:GHG,811002421
1724965,NYSE:TALO,731014860
1724979,Nasdaq:RAIN,315264846
1725033,NYSE:XYF,173698166
1725057,NYSE:CDAY,14869347715
1725123,NYSE:CANG,195074329
1725134,NYSE:DMS,140556880
1725160,Nasdaq:ZNTL,3573792959
1725206,,
1725255,Nasdaq:AHCO,2705474520
1725293,Nasdaq:GRIN,273536912
1725332,Nasdaq:ALAR,28335108
1725430,Nasdaq:INBS,20835528
1725526,NYSE:HPR,
1725579,NASDAQ:PS,
1725750,NASDAQ:PNRL,
1725872,AMEX:BMTX,108290000
1725964,NYSE:NTR,39665704320
1726122,NYSE:CEF,3868055156
1726126,Nasdaq:EPSN,123741107
1726146,NASDAQ:BROGR,
1726173,NYSE:BH,230831827
1726189,NYSE:NEW,27007716
1726293,NASDAQ:PACQW,
1726445,Nasdaq:SEER,1388915339
1726711,Nasdaq:ADTX,10772433
1726978,Nasdaq:GSHD,2449587450
1727196,Nasdaq:SRRK,960748669
1727263,Nasdaq:FTDR,2912169000
1727943,NASDAQ:PAND,
1728041,NASDAQ:CFFA,
1728117,Nasdaq:GOSS,791844039
1728190,NYSE:HUYA,1619609028
1728205,Nasdaq:PLL,823062745
1728328,Nasdaq:INM,19524763
1728480,Nasdaq:SLDP,
1728688,Nasdaq:IIIV,461576263
1728951,NYSE:EPRT,3261150010
1729149,Nasdaq:VMD,214830404
1729173,NASDAQ:UXIN,546638327
1729214,Nasdaq:XRTX,34900018
1729427,Nasdaq:CNSP,24427690
1729750,Nasdaq:KBNT,42758658
1729756,NASDAQ:FTAC,
1729944,Nasdaq:BACK,30847908
1730168,Nasdaq:AVGO,265752360000
1730346,NYSE:CHRA,811814400
1730430,Nasdaq:KNSA,910700036
1730463,Nasdaq:AUTL,387808645
1730773,Nasdaq:BSFC,44502580
1730984,Nasdaq:BCML,194977561
1731176,NASDAQ:TOTAR,
1731289,Nasdaq:NKLA,3687559499
1731348,Nasdaq:TLRY,3623088875
1731388,Nasdaq:EDRY,50326224
1731536,NASDAQ:TMCX,
1731727,OTC:LMPX,71738583
1731805,NASDAQ:HUT,1033106834
1731831,NASDAQ:EIDX,
1732845,NYSE:WRK,
1733186,NYSE:VNE,3908730200
1733257,Nasdaq:FNCH,379476192
1733294,Nasdaq:GBIO,426607807
1733298,Nasdaq:QTT,85960108
1733413,Nasdaq:TFFP,214898985
1733418,NYSE:APHA,
1733456,,
1733868,NYSE:CNF,264727145
1733998,NYSE:NWN,1495748450
1733999,Nasdaq:CORZ,
1734005,Nasdaq:APM,60258428
1734107,NASDAQ:SOHU,625636970
1734262,OTC:CTKYY,48507988
1734342,NYSE:AMTB,1302411676
1734517,NASDAQ:VIE,
1734520,Nasdaq:ALYA,204814591
1734713,NYSE:BV,1393629160
1734722,NYSE:PATH,18848752500
1734750,Nasdaq:MOVE,94314684
1734875,Nasdaq:MSVB,48469030
1734902,NYSE:WEI,52028738
1735035,NYSE:MFG,6413626755
1735041,Nasdaq:GTEC,71069818
1735184,NYSE:RVI,
1735438,Nasdaq:MGTX,937084875
1735556,Nasdaq:BTOG,97999905
1735707,Nasdaq:GTX,467991014
1735803,NASDAQ:APR,1052800056
1735828,NASDAQ:LGCYQ,
1735858,NYSE:FPAC,700987500
1736035,NYSE:BXSL,5938487000
1736243,Nasdaq:ACXP,36789612
1736541,NYSE:NIO,45258389271
1736874,NASDAQ:HCCHW,
1736946,NYSE:ARLO,814985220
1737204,,
1737287,Nasdaq:ALLO,2102499575
1737339,Nasdaq:JG,119670423
1737422,NASDAQ:NFC,
1737450,NASDAQ:OPRA,768017150
1737523,Nasdaq:BGLC,316753581
1737806,Nasdaq:PDD,68906981385
1737927,Nasdaq:CGC,3445909967
1737953,Nasdaq:REPL,1382814349
1738021,NASDAQ:CMPX,159892040
1738177,Nasdaq:CMBM,613233429
1738699,Nasdaq:WKEY,59606526
1738758,Nasdaq:CHR,84341729
1738827,Nasdaq:KLXE,31411000
1738906,Nasdaq:YI,264076994
1739104,NYSE:ELAN,13739040000
1739174,AMEX:PHGE,38231682
1739410,Nasdaq:RLYB,258508624
1739445,NYSE:ACA,2337179000
1739566,NYSE:UTZ,1257518888
1739614,Nasdaq:INBX,1631389200
1739936,Nasdaq:MNTV,2929136400
1739940,NYSE:CI,72731022000
1739942,NYSE:SWI,2196756000
1740279,Nasdaq:INAB,78259439
1740303,NASDAQ:KPFS,
1740332,NYSE:REZI,3486787200
1740410,NYSE:ITCB,
1740547,NASDAQ:UROV,
1740594,Nasdaq:ARCE,1169830480
1740915,NYSE:FTCH,11385633374
1741530,Nasdaq:QFIN,3021957176
1741534,Nasdaq:MDJH,22723119
1741638,Nasdaq:NAUT,
1741830,Nasdaq:KRON,775019112
1742056,NYSE:LAIX,
1742089,,
1742518,Nasdaq:MTC,17706906
1742692,Nasdaq:INMD,5499270379
1742770,Nasdaq:VIOT,155636942
1742910,,
1742924,NYSE:LTHM,3431246000
1742927,Nasdaq:RVPHW,43780895
1743102,Nasdaq:JFIN,126958750
1743340,NASDAQ:TC,51165397
1743344,Nasdaq:PYR,74168593
1743725,Nasdaq:GDYN,2145855960
1743745,Nasdaq:GNLN,80012052
1743759,Nasdaq:CRSR,1995396749
1743858,NASDAQ:LOAC,
1743881,Nasdaq:BBIO,5982138291
1743886,,
1743907,Nasdaq:SNCY,1378466618
1743971,NYSE:MOGU,42375447
1744489,NYSE:DIS,266428930000
1744494,Nasdaq:AMCI,344527807
1744659,Nasdaq:AKRO,753201132
1744676,NYSE:TME,9886585992
1744781,Nasdaq:NIU,1145541923
1744894,NASDAQ:SG,
1744895,,
1745020,Nasdaq:THRX,360213132
1745041,NYSE:IAA,6486092600
1745059,NYSE:FINS,246100607
1745114,Nasdaq:MOLN,612352127
1745317,Nasdaq:VLDR,984199510.1
1745431,Nasdaq:STNE,1572979200
1745797,NYSE:MNRL,1132324804
1745916,NYSE:PFSI,4282826869
1745999,Nasdaq:BEAM,5349523134
1746109,Nasdaq:BFC,526121256
1746129,Nasdaq:BSVN,201872789
1746396,Nasdaq:GRAB,
1746466,Nasdaq:EQ,128821239
1746468,Nasdaq:EDTX,
1746473,Nasdaq:PLRX,561585287
1746618,NYSE:RVLV,3889554680
1746967,NYSE:RMI,142071400
1747009,NYSE:ETRN,4295439360
1747068,Nasdaq:MCBS,689719900
1747079,NYSE:BALY,2110012429
